State,Year,Month,Date,Revenue,Handle,Hold,Taxes
Arizona,2021,9,2021-09-01,32308342.0,291212868.0,0.111,31393.0
Arizona,2021,10,2021-10-01,37510371.0,486097352.0,0.077,1022841.0
Arizona,2021,11,2021-11-01,51416143.0,466725687.0,0.11,3177148.0
Arizona,2021,12,2021-12-01,39822928.0,499213733.0,0.08,1723902.0
Arizona,2022,1,2022-01-01,41890200.0,563694591.0,0.074,1952971.0
Arizona,2022,2,2022-02-01,25629835.0,491665554.0,0.052,670686.0
Arizona,2022,3,2022-03-01,38898393.0,690979294.0,0.056,1864457.0
Arizona,2022,4,2022-04-01,30441992.0,512877848.0,0.059,1647450.0
Arizona,2022,5,2022-05-01,56193286.0,461450688.0,0.122,4125125.0
Arizona,2022,6,2022-06-01,12601356.0,318774198.0,0.04,766831.0
Arizona,2022,7,2022-07-01,22684581.0,290511533.0,0.078,1496427.0
Arizona,2022,8,2022-08-01,37161759.0,361008835.0,0.103,2767590.0
Arizona,2022,9,2022-09-01,56428816.0,537966149.0,0.105,3058838.0
Arizona,2022,10,2022-10-01,49392417.0,618570296.0,0.08,2963716.0
Arizona,2022,11,2022-11-01,56028195.0,616855045.0,0.091,3876208.0
Arizona,2022,12,2022-12-01,55581725.0,572490899.0,0.097,3724395.0
Arizona,2023,1,2023-01-01,47486817.0,591220794.0,0.08,2886502.0
Arizona,2023,2,2023-02-01,35412452.0,609278096.0,0.058,1609581.0
Arizona,2023,3,2023-03-01,53523947.0,644763991.0,0.083,3704268.0
Arizona,2023,4,2023-04-01,49163323.0,535712027.0,0.092,3429846.0
Arizona,2023,5,2023-05-01,49458507.0,451717025.0,0.109,3376059.0
Arizona,2023,6,2023-06-01,28331608.0,393198858.0,0.072,1633356.0
Arizona,2023,7,2023-07-01,35343495.0,323211485.0,0.109,2678598.0
Arizona,2023,8,2023-08-01,31681151.0,358875474.0,0.088,2128096.0
Arizona,2023,9,2023-09-01,60115066.0,610716285.0,0.098,3243222.0
Arizona,2023,10,2023-10-01,56868981.0,648208573.0,0.088,3287799.0
Arizona,2023,11,2023-11-01,42333282.0,713586704.0,0.059,2023887.0
Arizona,2023,12,2023-12-01,67697686.0,693310960.0,0.098,4817325.0
Arizona,2024,1,2024-01-01,70943718.0,706382861.0,0.1,4610005.0
Arizona,2024,2,2024-02-01,54329589.0,637485879.0,0.085,2788885.0
Arizona,2024,3,2024-03-01,59289055.0,759807633.0,0.078,3784200.0
Arizona,2024,4,2024-04-01,64489906.0,656322666.0,0.098,4328378.0
Arizona,2024,5,2024-05-01,62444214.0,568493315.0,0.11,4307143.0
Arizona,2024,6,2024-06-01,47269458.0,454116117.0,0.104,3157087.0
Arizona,2024,7,2024-07-01,42514638.0,410140440.0,0.104,2896319.0
Arizona,2024,8,2024-08-01,37071285.0,496602562.0,0.075,2239781.0
Arkansas,2019,7,2019-07-01,76885.0,416160.0,0.185,9995.0
Arkansas,2019,8,2019-08-01,58858.0,778249.0,0.076,7652.0
Arkansas,2019,9,2019-09-01,183044.0,2252196.0,0.081,23796.0
Arkansas,2019,10,2019-10-01,380006.0,2216369.0,0.171,49401.0
Arkansas,2019,11,2019-11-01,181497.0,2978235.0,0.061,23595.0
Arkansas,2019,12,2019-12-01,455368.0,2633806.0,0.173,59198.0
Arkansas,2020,1,2020-01-01,254811.0,2587732.0,0.098,33263.0
Arkansas,2020,2,2020-02-01,411589.0,4294366.0,0.096,67494.0
Arkansas,2020,3,2020-03-01,222373.0,1588403.0,0.14,38310.0
Arkansas,2020,4,2020-04-01,,,,
Arkansas,2020,5,2020-05-01,-115.0,509.0,-0.226,-15.0
Arkansas,2020,6,2020-06-01,10.0,1189.0,0.008,1.0
Arkansas,2020,7,2020-07-01,-19633.0,179315.0,-0.109,-2552.0
Arkansas,2020,8,2020-08-01,69625.0,1008992.0,0.069,9051.0
Arkansas,2020,9,2020-09-01,397095.0,3958748.0,0.1,51622.0
Arkansas,2020,10,2020-10-01,940513.0,6559859.0,0.143,122267.0
Arkansas,2020,11,2020-11-01,975984.0,6288249.0,0.155,126878.0
Arkansas,2020,12,2020-12-01,1054273.0,6415446.0,0.164,137055.0
Arkansas,2021,1,2021-01-01,1383240.0,7187194.0,0.192,180474.0
Arkansas,2021,2,2021-02-01,651239.0,4469442.0,0.146,92922.0
Arkansas,2021,3,2021-03-01,805182.0,5947427.0,0.135,130877.0
Arkansas,2021,4,2021-04-01,756328.0,4065703.0,0.186,131137.0
Arkansas,2021,5,2021-05-01,506142.0,3687207.0,0.137,81710.0
Arkansas,2021,6,2021-06-01,382940.0,3895683.0,0.098,59088.0
Arkansas,2021,7,2021-07-01,449040.0,2908833.0,0.154,58375.0
Arkansas,2021,8,2021-08-01,310481.0,2892285.0,0.107,40363.0
Arkansas,2021,9,2021-09-01,809404.0,7007774.0,0.116,105223.0
Arkansas,2021,10,2021-10-01,803567.0,9506183.0,0.085,104464.0
Arkansas,2021,11,2021-11-01,1623434.0,8380191.0,0.194,211047.0
Arkansas,2021,12,2021-12-01,130305.0,7794292.0,0.017,6188.0
Arkansas,2022,1,2022-01-01,1181335.0,8775932.0,0.135,153574.0
Arkansas,2022,2,2022-02-01,359103.0,5876444.0,0.061,61390.0
Arkansas,2022,3,2022-03-01,791867.0,10686501.0,0.074,119671.0
Arkansas,2022,4,2022-04-01,749810.0,8598226.0,0.087,120297.0
Arkansas,2022,5,2022-05-01,615576.0,10185647.0,0.06,117426.0
Arkansas,2022,6,2022-06-01,4045.0,12632207.0,,12598.0
Arkansas,2022,7,2022-07-01,854436.0,9290467.0,0.092,111077.0
Arkansas,2022,8,2022-08-01,1015339.0,10195911.0,0.1,131994.0
Arkansas,2022,9,2022-09-01,3208032.0,21185547.0,0.151,417044.0
Arkansas,2022,10,2022-10-01,2793719.0,26879107.0,0.104,363183.0
Arkansas,2022,11,2022-11-01,2999450.0,30576009.0,0.098,452393.0
Arkansas,2022,12,2022-12-01,3409972.0,30936485.0,0.11,449690.0
Arkansas,2023,1,2023-01-01,2868244.0,32976264.0,0.087,439379.0
Arkansas,2023,2,2023-02-01,1709714.0,29532263.0,0.058,254925.0
Arkansas,2023,3,2023-03-01,4264047.0,37474412.0,0.114,626042.0
Arkansas,2023,4,2023-04-01,2336023.0,25452659.0,0.092,349633.0
Arkansas,2023,5,2023-05-01,2293281.0,22777209.0,0.101,458656.0
Arkansas,2023,6,2023-06-01,1334973.0,22708945.0,0.059,266995.0
Arkansas,2023,7,2023-07-01,2077422.0,17577626.0,0.118,270065.0
Arkansas,2023,8,2023-08-01,1673538.0,22553214.0,0.074,217560.0
Arkansas,2023,9,2023-09-01,3992930.0,41002257.0,0.097,519081.0
Arkansas,2023,10,2023-10-01,5825161.0,44986803.0,0.129,757271.0
Arkansas,2023,11,2023-11-01,3018845.0,54770449.0,0.055,392450.0
Arkansas,2023,12,2023-12-01,5762757.0,52952226.0,0.109,783089.0
Arkansas,2024,1,2024-01-01,5855921.0,50698701.0,0.116,894654.0
Arkansas,2024,2,2024-02-01,2672209.0,40947811.0,0.065,413682.0
Arkansas,2024,3,2024-03-01,3406749.0,50031696.0,0.068,510490.0
Arkansas,2024,4,2024-04-01,3788712.0,41763742.0,0.091,568356.0
Arkansas,2024,5,2024-05-01,3556977.0,39823867.0,0.089,700934.0
Arkansas,2024,6,2024-06-01,3227769.0,31416492.0,0.103,645554.0
Arkansas,2024,7,2024-07-01,2677225.0,25464080.0,0.105,348039.0
Arkansas,2024,8,2024-08-01,1941927.0,32207497.0,0.06,252451.0
Arkansas,2024,9,2024-09-01,6918341.0,53056638.0,0.13,899384.0
Arkansas,2024,10,2024-10-01,3150162.0,60435368.0,0.052,409521.0
Colorado,2020,5,2020-05-01,2565729.0,25621762.0,0.1,96545.0
Colorado,2020,6,2020-06-01,3484015.0,38136949.0,0.091,217945.0
Colorado,2020,7,2020-07-01,5196599.0,59183620.0,0.088,239153.0
Colorado,2020,8,2020-08-01,7519599.0,128646209.0,0.058,189326.0
Colorado,2020,9,2020-09-01,4166334.0,207655943.0,0.02,69772.0
Colorado,2020,10,2020-10-01,17402409.0,210719821.0,0.083,806618.0
Colorado,2020,11,2020-11-01,18354655.0,231238842.0,0.079,780635.0
Colorado,2020,12,2020-12-01,17151867.0,284551472.0,0.06,531495.0
Colorado,2021,1,2021-01-01,23144535.0,326903462.0,0.071,1194690.0
Colorado,2021,2,2021-02-01,10444810.0,266549207.0,0.039,333976.0
Colorado,2021,3,2021-03-01,20365119.0,300990842.0,0.068,1061008.0
Colorado,2021,4,2021-04-01,17563939.0,244446760.0,0.072,1083812.0
Colorado,2021,5,2021-05-01,15129108.0,248968193.0,0.061,633896.0
Colorado,2021,6,2021-06-01,19730957.0,229764688.0,0.086,1186455.0
Colorado,2021,7,2021-07-01,15652461.0,181327995.0,0.086,999111.0
Colorado,2021,8,2021-08-01,15228343.0,211918185.0,0.072,728518.0
Colorado,2021,9,2021-09-01,22658630.0,408314625.0,0.055,483048.0
Colorado,2021,10,2021-10-01,28616708.0,491453342.0,0.058,1246804.0
Colorado,2021,11,2021-11-01,36781848.0,475441229.0,0.077,1981640.0
Colorado,2021,12,2021-12-01,24732487.0,461448574.0,0.054,770561.0
Colorado,2022,1,2022-01-01,34640219.0,573720213.0,0.06,1447952.0
Colorado,2022,2,2022-02-01,19604490.0,440508421.0,0.045,314731.0
Colorado,2022,3,2022-03-01,28238194.0,505611080.0,0.056,1313076.0
Colorado,2022,4,2022-04-01,22571887.0,392311737.0,0.058,1231742.0
Colorado,2022,5,2022-05-01,27119329.0,360325438.0,0.075,1659189.0
Colorado,2022,6,2022-06-01,6781092.0,313215081.0,0.022,268280.0
Colorado,2022,7,2022-07-01,20802881.0,258414808.0,0.081,1092182.0
Colorado,2022,8,2022-08-01,25859270.0,290107970.0,0.089,1822272.0
Colorado,2022,9,2022-09-01,51339659.0,450232597.0,0.114,2989342.0
Colorado,2022,10,2022-10-01,36514974.0,526619777.0,0.069,2330705.0
Colorado,2022,11,2022-11-01,37569022.0,552603013.0,0.068,2581533.0
Colorado,2022,12,2022-12-01,40909238.0,518088768.0,0.079,2583711.0
Colorado,2023,1,2023-01-01,35482562.0,547189025.0,0.065,2586457.0
Colorado,2023,2,2023-02-01,22599602.0,425142877.0,0.053,1257332.0
Colorado,2023,3,2023-03-01,45935669.0,494440210.0,0.093,3103024.0
Colorado,2023,4,2023-04-01,35148592.0,417814147.0,0.084,2582615.0
Colorado,2023,5,2023-05-01,31406903.0,385242136.0,0.082,2218084.0
Colorado,2023,6,2023-06-01,9223661.0,310656478.0,0.03,441951.0
Colorado,2023,7,2023-07-01,24962106.0,281110490.0,0.089,1778773.0
Colorado,2023,8,2023-08-01,25873058.0,306065791.0,0.085,1806025.0
Colorado,2023,9,2023-09-01,45276517.0,512792794.0,0.088,3126136.0
Colorado,2023,10,2023-10-01,46914492.0,554859801.0,0.085,3351482.0
Colorado,2023,11,2023-11-01,28585606.0,608488266.0,0.047,1489224.0
Colorado,2023,12,2023-12-01,40537499.0,716430270.0,0.057,3682335.0
Colorado,2024,1,2024-01-01,53490323.0,596685968.0,0.09,4128369.0
Colorado,2024,2,2024-02-01,25762378.0,536988261.0,0.048,1302174.0
Colorado,2024,3,2024-03-01,45041776.0,593094977.0,0.076,2852592.0
Colorado,2024,4,2024-04-01,32028036.0,509508228.0,0.063,1910656.0
Colorado,2024,5,2024-05-01,44991355.0,447561934.0,0.101,3206326.0
Colorado,2024,6,2024-06-01,28196297.0,350425610.0,0.08,1816861.0
Colorado,2024,7,2024-07-01,32548659.0,320396841.0,0.102,2369730.0
Colorado,2024,8,2024-08-01,33202184.0,372378664.0,0.089,2375443.0
Colorado,2024,9,2024-09-01,55092144.0,562923090.0,0.098,4049802.0
Connecticut,2021,10,2021-10-01,5567547.0,54641474.0,0.102,512951.0
Connecticut,2021,11,2021-11-01,17456823.0,131729179.0,0.133,1712136.0
Connecticut,2021,12,2021-12-01,10242899.0,150073755.0,0.068,929336.0
Connecticut,2022,1,2022-01-01,11891808.0,158092481.0,0.075,1142510.0
Connecticut,2022,2,2022-02-01,5844220.0,115619953.0,0.051,501516.0
Connecticut,2022,3,2022-03-01,11511388.0,140747137.0,0.082,1037570.0
Connecticut,2022,4,2022-04-01,10353842.0,116465199.0,0.089,988263.0
Connecticut,2022,5,2022-05-01,10308064.0,115180155.0,0.089,981304.0
Connecticut,2022,6,2022-06-01,7142610.0,95421852.0,0.075,669453.0
Connecticut,2022,7,2022-07-01,8611816.0,78316775.0,0.11,859094.0
Connecticut,2022,8,2022-08-01,10882317.0,80037045.0,0.136,1153125.0
Connecticut,2022,9,2022-09-01,17608762.0,130547719.0,0.135,1777391.0
Connecticut,2022,10,2022-10-01,17012667.0,164170106.0,0.104,1736473.0
Connecticut,2022,11,2022-11-01,17869847.0,165026282.0,0.108,1942387.0
Connecticut,2022,12,2022-12-01,16268906.0,160266050.0,0.102,1736006.0
Connecticut,2023,1,2023-01-01,19610098.0,167673044.0,0.117,1919290.0
Connecticut,2023,2,2023-02-01,11626147.0,136508300.0,0.085,1175694.0
Connecticut,2023,3,2023-03-01,17029646.0,159997579.0,0.106,1855821.0
Connecticut,2023,4,2023-04-01,13610074.0,126683869.0,0.107,1458730.0
Connecticut,2023,5,2023-05-01,15271178.0,109421369.0,0.14,1645394.0
Connecticut,2023,6,2023-06-01,9752058.0,91414677.0,0.107,961577.0
Connecticut,2023,7,2023-07-01,11126316.0,91512897.0,0.122,1215313.0
Connecticut,2023,8,2023-08-01,9797155.0,91316807.0,0.107,1027171.0
Connecticut,2023,9,2023-09-01,18900892.0,180954956.0,0.104,2048710.0
Connecticut,2023,10,2023-10-01,19849187.0,189626160.0,0.105,2243142.0
Connecticut,2023,11,2023-11-01,12862839.0,205736989.0,0.063,1416233.0
Connecticut,2023,12,2023-12-01,22813764.0,212171045.0,0.108,2569806.0
Connecticut,2024,1,2024-01-01,25570170.0,202752249.0,0.126,2864562.0
Connecticut,2024,2,2024-02-01,14820348.0,162841632.0,0.091,1598679.0
Connecticut,2024,3,2024-03-01,16981438.0,187815980.0,0.09,1892701.0
Connecticut,2024,4,2024-04-01,19105482.0,154109876.0,0.124,2133325.0
Connecticut,2024,5,2024-05-01,17941322.0,163648829.0,0.11,1973947.0
Connecticut,2024,6,2024-06-01,15626345.0,148557056.0,0.105,1695681.0
Connecticut,2024,7,2024-07-01,15853217.0,121808571.0,0.13,1748461.0
Connecticut,2024,8,2024-08-01,14514077.0,129150001.0,0.112,1577559.0
Connecticut,2024,9,2024-09-01,27018896.0,214394512.0,0.126,3072543.0
Connecticut,2024,10,2024-10-01,19101389.0,229151493.0,0.083,2113436.0
Delaware,2018,6,2018-06-01,1000247.0,7003725.0,0.143,196323.0
Delaware,2018,7,2018-07-01,527115.0,8214765.0,0.064,275671.0
Delaware,2018,8,2018-08-01,983052.0,8018354.0,0.123,538543.0
Delaware,2018,9,2018-09-01,7807511.0,23257965.0,0.336,4703849.0
Delaware,2018,10,2018-10-01,2565957.0,21231427.0,0.121,1460148.0
Delaware,2018,11,2018-11-01,2505848.0,24206090.0,0.104,1155765.0
Delaware,2018,12,2018-12-01,5810007.0,23419539.0,0.248,3407848.0
Delaware,2019,1,2019-01-01,2687370.0,14130069.0,0.19,1516520.0
Delaware,2019,2,2019-02-01,-616941.0,8709205.0,-0.071,-483414.0
Delaware,2019,3,2019-03-01,1879045.0,10483128.0,0.179,982447.0
Delaware,2019,4,2019-04-01,703739.0,6088183.0,0.116,367524.0
Delaware,2019,5,2019-05-01,464335.0,5920766.0,0.078,242081.0
Delaware,2019,6,2019-06-01,533377.0,6325464.0,0.084,278491.0
Delaware,2019,7,2019-07-01,579897.0,3920974.0,0.148,303225.0
Delaware,2019,8,2019-08-01,586057.0,4745747.0,0.123,290170.0
Delaware,2019,9,2019-09-01,5979895.0,18781406.0,0.318,3558378.0
Delaware,2019,10,2019-10-01,4640776.0,16066023.0,0.289,2691088.0
Delaware,2019,11,2019-11-01,4235148.0,16850854.0,0.251,2463260.0
Delaware,2019,12,2019-12-01,4174862.0,20466561.0,0.204,2324290.0
Delaware,2020,1,2020-01-01,2527312.0,11187011.0,0.226,1386819.0
Delaware,2020,2,2020-02-01,-410665.0,7279650.0,-0.056,-367301.0
Delaware,2020,3,2020-03-01,653127.0,3877068.0,0.168,340952.0
Delaware,2020,4,2020-04-01,,,,-104.0
Delaware,2020,5,2020-05-01,,,,-15.0
Delaware,2020,6,2020-06-01,,,,-33.0
Delaware,2020,7,2020-07-01,13845.0,209282.0,0.066,7040.0
Delaware,2020,8,2020-08-01,419561.0,2957634.0,0.142,220175.0
Delaware,2020,9,2020-09-01,2803022.0,12439302.0,0.225,1596046.0
Delaware,2020,10,2020-10-01,4945186.0,17086034.0,0.289,2877725.0
Delaware,2020,11,2020-11-01,8162861.0,19510093.0,0.418,5018419.0
Delaware,2020,12,2020-12-01,4408081.0,15696681.0,0.281,2645802.0
Delaware,2021,1,2021-01-01,3288405.0,15649254.0,0.21,1798838.0
Delaware,2021,2,2021-02-01,679021.0,7519710.0,0.09,313006.0
Delaware,2021,3,2021-03-01,1104859.0,6666115.0,0.166,577524.0
Delaware,2021,4,2021-04-01,1023199.0,5470520.0,0.187,534814.0
Delaware,2021,5,2021-05-01,775611.0,7060911.0,0.11,404929.0
Delaware,2021,6,2021-06-01,737984.0,5958137.0,0.124,385357.0
Delaware,2021,7,2021-07-01,724765.0,4110581.0,0.176,378599.0
Delaware,2021,8,2021-08-01,541621.0,5251471.0,0.103,269110.0
Delaware,2021,9,2021-09-01,4420661.0,13702755.0,0.323,2658149.0
Delaware,2021,10,2021-10-01,4635199.0,22238321.0,0.208,2625850.0
Delaware,2021,11,2021-11-01,6226325.0,13383727.0,0.465,3843342.0
Delaware,2021,12,2021-12-01,-972383.0,12638955.0,-0.077,-1088521.0
Delaware,2022,1,2022-01-01,2716347.0,12637103.0,0.215,1989974.0
Delaware,2022,2,2022-02-01,74297.0,5436407.0,0.014,15012.0
Delaware,2022,3,2022-03-01,631099.0,5157583.0,0.122,331496.0
Delaware,2022,4,2022-04-01,358171.0,4200298.0,0.085,188322.0
Delaware,2022,5,2022-05-01,565508.0,5127275.0,0.11,296948.0
Delaware,2022,6,2022-06-01,242316.0,3507846.0,0.069,127482.0
Delaware,2022,7,2022-07-01,438069.0,2678686.0,0.164,229305.0
Delaware,2022,8,2022-08-01,399945.0,2902652.0,0.138,226701.0
Delaware,2022,9,2022-09-01,2915961.0,8908981.0,0.327,2419632.0
Delaware,2022,10,2022-10-01,2597717.0,13545163.0,0.192,2084703.0
Delaware,2022,11,2022-11-01,1622874.0,10172819.0,0.16,1270575.0
Delaware,2022,12,2022-12-01,1428195.0,8157580.0,0.175,1196569.0
Delaware,2023,1,2023-01-01,1714167.0,8457660.0,0.203,1441653.0
Delaware,2023,2,2023-02-01,347890.0,4120957.0,0.084,190355.0
Delaware,2023,3,2023-03-01,622285.0,3491183.0,0.178,325556.0
Delaware,2023,4,2023-04-01,757951.0,3450142.0,0.22,239884.0
Delaware,2023,5,2023-05-01,276116.0,2760829.0,0.1,159433.0
Delaware,2023,6,2023-06-01,80201.0,3128258.0,0.026,45282.0
Delaware,2023,7,2023-07-01,311152.0,2256345.0,0.138,203984.0
Delaware,2023,8,2023-08-01,340209.0,2400532.0,0.142,229649.0
Delaware,2023,9,2023-09-01,991828.0,7633259.0,0.13,865047.0
Delaware,2023,10,2023-10-01,2706248.0,10663362.0,0.254,2368232.0
Delaware,2023,11,2023-11-01,600906.0,8126283.0,0.074,509072.0
Delaware,2023,12,2023-12-01,2147792.0,8837999.0,0.243,1859356.0
Delaware,2024,1,2024-01-01,1957473.0,17085199.0,0.115,1306854.0
Delaware,2024,2,2024-02-01,659017.0,13763241.0,0.048,283002.0
Delaware,2024,3,2024-03-01,1168825.0,18935525.0,0.062,639169.0
Delaware,2024,4,2024-04-01,1147601.0,15522996.0,0.074,641491.0
Delaware,2024,5,2024-05-01,1201087.0,15107592.0,0.08,644012.0
Delaware,2024,6,2024-06-01,906777.0,13058698.0,0.069,502258.0
Delaware,2024,7,2024-07-01,1214849.0,9927116.0,0.122,679409.0
Delaware,2024,8,2024-08-01,797507.0,10259279.0,0.078,433720.0
Delaware,2024,9,2024-09-01,3232416.0,23242735.0,0.139,2213505.0
Delaware,2024,10,2024-10-01,1034657.0,24502521.0,0.042,433781.0
District of Columbia,2020,5,2020-05-01,-240.0,9723.0,-0.025,-138.0
District of Columbia,2020,6,2020-06-01,36985.0,223730.0,0.165,21267.0
District of Columbia,2020,7,2020-07-01,144019.0,743330.0,0.194,81985.0
District of Columbia,2020,8,2020-08-01,1703416.0,11262442.0,0.151,302459.0
District of Columbia,2020,9,2020-09-01,1804299.0,15455160.0,0.117,417406.0
District of Columbia,2020,10,2020-10-01,3484946.0,18491984.0,0.188,712904.0
District of Columbia,2020,11,2020-11-01,3611200.0,17600534.0,0.205,780392.0
District of Columbia,2020,12,2020-12-01,2708653.0,16696995.0,0.162,654293.0
District of Columbia,2021,1,2021-01-01,2805493.0,15746168.0,0.178,714407.0
District of Columbia,2021,2,2021-02-01,1333019.0,15303079.0,0.087,418447.0
District of Columbia,2021,3,2021-03-01,1867034.0,15275215.0,0.122,526444.0
District of Columbia,2021,4,2021-04-01,2087240.0,10746937.0,0.194,463216.0
District of Columbia,2021,5,2021-05-01,2008091.0,13772411.0,0.146,503584.0
District of Columbia,2021,6,2021-06-01,2191486.0,19518408.0,0.112,465194.0
District of Columbia,2021,7,2021-07-01,1801748.0,12808239.0,0.141,385720.0
District of Columbia,2021,8,2021-08-01,1492901.0,12445312.0,0.12,294946.0
District of Columbia,2021,9,2021-09-01,3883674.0,20706483.0,0.188,671465.0
District of Columbia,2021,10,2021-10-01,1570660.0,26332228.0,0.06,460630.0
District of Columbia,2021,11,2021-11-01,4434922.0,21419454.0,0.207,954592.0
District of Columbia,2021,12,2021-12-01,1398706.0,19220227.0,0.073,456087.0
District of Columbia,2022,1,2022-01-01,1962256.0,18627789.0,0.105,648862.0
District of Columbia,2022,2,2022-02-01,740542.0,19072856.0,0.039,283248.0
District of Columbia,2022,3,2022-03-01,1365996.0,20432718.0,0.067,379705.0
District of Columbia,2022,4,2022-04-01,1431275.0,18379904.0,0.078,429384.0
District of Columbia,2022,5,2022-05-01,2016709.0,17234140.0,0.117,545785.0
District of Columbia,2022,6,2022-06-01,999645.0,13760754.0,0.073,311166.0
District of Columbia,2022,7,2022-07-01,1166210.0,11346178.0,0.103,333989.0
District of Columbia,2022,8,2022-08-01,1832685.0,13147645.0,0.139,448312.0
District of Columbia,2022,9,2022-09-01,3530497.0,19361047.0,0.182,847067.0
District of Columbia,2022,10,2022-10-01,3111718.0,24801500.0,0.125,709273.0
District of Columbia,2022,11,2022-11-01,2641693.0,21401682.0,0.123,664840.0
District of Columbia,2022,12,2022-12-01,2410628.0,18665909.0,0.129,619230.0
District of Columbia,2023,1,2023-01-01,1494441.0,20115254.0,0.074,561314.0
District of Columbia,2023,2,2023-02-01,1193982.0,14634828.0,0.082,424025.0
District of Columbia,2023,3,2023-03-01,2275690.0,18091768.0,0.126,636507.0
District of Columbia,2023,4,2023-04-01,1418907.0,14052054.0,0.101,486723.0
District of Columbia,2023,5,2023-05-01,2024803.0,12532899.0,0.162,540339.0
District of Columbia,2023,6,2023-06-01,484844.0,11150333.0,0.043,120020.0
District of Columbia,2023,7,2023-07-01,1409549.0,7722843.0,0.183,363715.0
District of Columbia,2023,8,2023-08-01,1048451.0,8111021.0,0.129,304768.0
District of Columbia,2023,9,2023-09-01,1934261.0,14480473.0,0.134,476272.0
District of Columbia,2023,10,2023-10-01,2001445.0,16435889.0,0.122,516918.0
District of Columbia,2023,11,2023-11-01,1227995.0,17128831.0,0.072,345792.0
District of Columbia,2023,12,2023-12-01,2533959.0,15315497.0,0.165,651735.0
District of Columbia,2024,1,2024-01-01,1933439.0,15957167.0,0.121,521114.0
District of Columbia,2024,2,2024-02-01,1219280.0,11977394.0,0.102,313660.0
District of Columbia,2024,3,2024-03-01,1366515.0,15742055.0,0.087,323907.0
District of Columbia,2024,4,2024-04-01,3529186.0,26649703.0,0.132,1392454.0
District of Columbia,2024,5,2024-05-01,5440639.0,35444990.0,0.153,2943299.0
District of Columbia,2024,6,2024-06-01,3993069.0,29627133.0,0.135,2172561.0
District of Columbia,2024,7,2024-07-01,3893780.0,27347852.0,0.142,1253034.0
District of Columbia,2024,8,2024-08-01,4542229.0,40583711.0,0.112,1050503.0
District of Columbia,2024,9,2024-09-01,8187522.0,58817348.0,0.139,1926237.0
District of Columbia,2024,10,2024-10-01,6566154.0,65834192.0,0.1,1466332.0
Illinois,2020,3,2020-03-01,120054.0,997739.0,0.12,12242.0
Illinois,2020,4,2020-04-01,-592.0,,,
Illinois,2020,5,2020-05-01,,,,
Illinois,2020,6,2020-06-01,812901.0,8281803.0,0.098,59446.0
Illinois,2020,7,2020-07-01,4769184.0,52524612.0,0.091,585623.0
Illinois,2020,8,2020-08-01,7643489.0,140065649.0,0.055,1176754.0
Illinois,2020,9,2020-09-01,11754530.0,305223938.0,0.039,1107906.0
Illinois,2020,10,2020-10-01,46967823.0,434567103.0,0.108,6807284.0
Illinois,2020,11,2020-11-01,36974421.0,449239162.0,0.082,6618259.0
Illinois,2020,12,2020-12-01,28368846.0,491720536.0,0.058,3823629.0
Illinois,2021,1,2021-01-01,49365489.0,581553300.0,0.085,7670847.0
Illinois,2021,2,2021-02-01,30313913.0,509794592.0,0.059,5850897.0
